# A3
E2;Gagny;Le Chenay Gagny;0.0
E2;Gagny;Le Raincy Villemomble Montfermeil;0.0
E2;Le Raincy Villemomble Montfermeil;Gagny;0.0
E2;Le Raincy Villemomble Montfermeil;Bondy;0.0
E2;Bondy;Le Raincy Villemomble Montfermeil;0.0
E2;Bondy;Noisy le Sec;0.0
E2;Noisy le Sec;Bondy;0.0
# E4
E4;Tournan;Gretz Armainvilliers;0.0
E4;Gretz Armainvilliers;Tournan;0.0
E4;Gretz Armainvilliers;Ozoir la Ferriere;0.0
E4;Ozoir la Ferriere;Gretz Armainvilliers;0.0
E4;Ozoir la Ferriere;Roissy en Brie;0.0
E4;Roissy en Brie;Ozoir la Ferriere;0.0
E4;Roissy en Brie;Emerainville Pontault Combault;0.0
E4;Emerainville Pontault Combault;Roissy en Brie;0.0
E4;Emerainville Pontault Combault;Les Yvris Noisy le Grand;0.0
E4;Les Yvris Noisy le Grand;Emerainville Pontault Combault;0.0
E4;Les Yvris Noisy le Grand;Villiers sur Marne le Plessis Trevise;0.0
E4;Villiers sur Marne le Plessis Trevise;Les Yvris Noisy le Grand;0.0
E4;Villiers sur Marne le Plessis Trevise;Les Boullereaux Champigny;0.0
E4;Les Boullereaux Champigny;Villiers sur Marne le Plessis Trevise;0.0
E4;Les Boullereaux Champigny;Nogent Le Perreux;0.0
E4;Nogent Le Perreux;Les Boullereaux Champigny;0.0
E4;Nogent Le Perreux;Val de Fontenay;0.0
E4;Val de Fontenay;Nogent Le Perreux;0.0
E4;Val de Fontenay;Rosny sous Bois;0.0
E4;Rosny sous Bois;Val de Fontenay;0.0
E4;Rosny sous Bois;Rosny Bois Perrier;0.0
E4;Rosny Bois Perrier;Rosny sous Bois;0.0
E4;Rosny Bois Perrier;Noisy le Sec;0.0
E4;Noisy le Sec;Rosny Bois Perrier;0.0
# M1
M1;La Defense;Esplanade de La Defense;0.0
M1;Esplanade de La Defense;La Defense;0.0
M1;Esplanade de La Defense;Pont de Neuilly;0.0
M1;Pont de Neuilly;Esplanade de La Defense;0.0
M1;Pont de Neuilly;Les Sablons;0.0
M1;Les Sablons;Pont de Neuilly;0.0
M1;Les Sablons;Porte Maillot;0.0
M1;Porte Maillot;Les Sablons;0.0
M1;Porte Maillot;Argentine;0.0
M1;Argentine;Porte Maillot;0.0
M1;Argentine;Charles de Gaulle Etoile;0.0
M1;Charles de Gaulle Etoile;Argentine;0.0
M1;Charles de Gaulle Etoile;George V;0.0
M1;George V;Charles de Gaulle Etoile;0.0
M1;George V;Franklin Roosevelt;0.0
M1;Franklin Roosevelt;George V;0.0
M1;Franklin Roosevelt;Champs Elysees Clemenceau;0.0
M1;Champs Elysees Clemenceau;Franklin Roosevelt;0.0
